2.12,1.87,0.52,2.21,1.79,1.9,0.65,0.65
2.1,1.52,0.52,1.96,1.66,1.44,0.65,0.65
1.6,1.9,1.76,1.88,1.4,1.68,0.65,0.65
1.79,2.14,1.76,1.7,1.64,1.63,0.65,0.65
1.62,0.48,2.05,1.66,1.56,1.56,0.65,0.65
1.73,0.33,2.26,1.72,1.54,1.54,0.65,0.65
1.79,0.41,2.05,1.68,1.51,1.46,0.65,1.23
1.87,0.41,1.66,1.61,1.4,1.36,0.65,1.21
