4.1667,2.5,1.3333,1.8333,3.1667,2.3333,2
4.3333,2.6667,1.6667,3,2.8333,2.3333,1.6667
4,2,2.3333,3.1667,2.8333,2.3333,1.3333
4.1667,1.5,2,3,2.1667,2.1667,1.5
3.8333,1.5,2.1667,3.1667,2.1667,2.1667,1.3333
3.3333,1.1667,1.6667,2.8333,2.1667,2,1.5
1.8333,1.1667,2.3333,2.8333,2.1667,2,1.5
