1.94,1.79,1.68,1.48,1.59,1.47
1.36,1.83,1.74,1.54,1.53,1.58
1.46,1.89,1.67,1.47,1.43,1.46
1.67,2.06,1.78,1.45,1.5,1.51
1.93,1.89,1.83,1.76,1.43,1.57
1.89,1.95,1.91,1.66,1.36,1.58
